ID,SUBID,POS,SP,ARAB_V,ARAB_U,ARAB_T,LEMMA_V,LEMMA_U,LEMMA_T,GEN,NUM,CASE,PER,DEF,RAT,TYPE,TENSE,PROC_V,PROC_U,PROC_T,STEM_V,STEM_U,STEM_T,ENC_V,ENC_U,ENC_T,ROOT,BW,IPA
V0000942,2,V,T,أَوَأَكْتُبُهَا,أواكتبها,ʾawaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هَا,ها,ha̱,ك-ت-ب,>awa>akotubuhaA,
V0000943,1,V,T,أَوَأَكْتُبُهُ,أوأكتبه,ʾawaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُ,ه,hu,ك-ت-ب,>awa>akotubuhu,
V0000943,2,V,T,أَوَأَكْتُبُهُ,أواكتبه,ʾawaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُ,ه,hu,ك-ت-ب,>awa>akotubuhu,
V0000944,1,V,T,أَوَأَكْتُبُهُمْ,أوأكتبهم,ʾawaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُمْ,هم,hum,ك-ت-ب,>awa>akotubuhumo,
V0000944,2,V,T,أَوَأَكْتُبُهُمْ,أواكتبهم,ʾawaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُمْ,هم,hum,ك-ت-ب,>awa>akotubuhumo,
V0000945,1,V,T,أَوَأَكْتُبُهُمَا,أوأكتبهما,ʾawaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>awa>akotubuhumaA,
V0000945,2,V,T,أَوَأَكْتُبُهُمَا,أواكتبهما,ʾawaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>awa>akotubuhumaA,
V0000946,1,V,T,أَوَأَكْتُبُهُنَّ,أوأكتبهن,ʾawaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>awa>akotubuhun~a,
V0000946,2,V,T,أَوَأَكْتُبُهُنَّ,أواكتبهن,ʾawaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>awa>akotubuhun~a,
V0000947,1,V,T,أَوَأَكْتُبُكُنَّ,أوأكتبكن,ʾawaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>awa>akotubukun~a,
V0000947,2,V,T,أَوَأَكْتُبُكُنَّ,أواكتبكن,ʾawaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَوَ,أو,ʾáwa,أَكْتُبُ,أكتب,ʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>awa>akotubukun~a,
V0000948,1,V,T,أَفَأَكْتُبُ,أفأكتب,ʾafaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,,,,ك-ت-ب,>afa>akotubu,
V0000948,2,V,T,أَفَأَكْتُبُ,أفاكتب,ʾafaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,,,,ك-ت-ب,>afa>akotubu,
V0000949,1,V,T,أَفَأَكْتُبُنِي,أفأكتبني,ʾafaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,نِي,ني,ni̱,ك-ت-ب,>afa>akotubuniy,
V0000949,2,V,T,أَفَأَكْتُبُنِي,أفاكتبني,ʾafaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,نِي,ني,ni̱,ك-ت-ب,>afa>akotubuniy,
V0000950,1,V,T,أَفَأَكْتُبُنَا,أفأكتبنا,ʾafaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,نَا,نا,na̱,ك-ت-ب,>afa>akotubunaA,
V0000950,2,V,T,أَفَأَكْتُبُنَا,أفاكتبنا,ʾafaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,نَا,نا,na̱,ك-ت-ب,>afa>akotubunaA,
V0000951,1,V,T,أَفَأَكْتُبُكَ,أفأكتبك,ʾafaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كَ,ك,ka,ك-ت-ب,>afa>akotubuka,
V0000951,2,V,T,أَفَأَكْتُبُكَ,أفاكتبك,ʾafaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كَ,ك,ka,ك-ت-ب,>afa>akotubuka,
V0000952,1,V,T,أَفَأَكْتُبُكِ,أفأكتبك,ʾafaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كِ,ك,ki,ك-ت-ب,>afa>akotubuki,
V0000952,2,V,T,أَفَأَكْتُبُكِ,أفاكتبك,ʾafaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كِ,ك,ki,ك-ت-ب,>afa>akotubuki,
V0000953,1,V,T,أَفَأَكْتُبُكُمْ,أفأكتبكم,ʾafaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُمْ,كم,kum,ك-ت-ب,>afa>akotubukumo,
V0000953,2,V,T,أَفَأَكْتُبُكُمْ,أفاكتبكم,ʾafaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُمْ,كم,kum,ك-ت-ب,>afa>akotubukumo,
V0000954,1,V,T,أَفَأَكْتُبُكُمَا,أفأكتبكما,ʾafaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>afa>akotubukumaA,
V0000954,2,V,T,أَفَأَكْتُبُكُمَا,أفاكتبكما,ʾafaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>afa>akotubukumaA,
V0000955,1,V,T,أَفَأَكْتُبُهَا,أفأكتبها,ʾafaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هَا,ها,ha̱,ك-ت-ب,>afa>akotubuhaA,
V0000955,2,V,T,أَفَأَكْتُبُهَا,أفاكتبها,ʾafaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هَا,ها,ha̱,ك-ت-ب,>afa>akotubuhaA,
V0000956,1,V,T,أَفَأَكْتُبُهُ,أفأكتبه,ʾafaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُ,ه,hu,ك-ت-ب,>afa>akotubuhu,
V0000956,2,V,T,أَفَأَكْتُبُهُ,أفاكتبه,ʾafaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُ,ه,hu,ك-ت-ب,>afa>akotubuhu,
V0000957,1,V,T,أَفَأَكْتُبُهُمْ,أفأكتبهم,ʾafaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُمْ,هم,hum,ك-ت-ب,>afa>akotubuhumo,
V0000957,2,V,T,أَفَأَكْتُبُهُمْ,أفاكتبهم,ʾafaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُمْ,هم,hum,ك-ت-ب,>afa>akotubuhumo,
V0000958,1,V,T,أَفَأَكْتُبُهُمَا,أفأكتبهما,ʾafaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>afa>akotubuhumaA,
V0000958,2,V,T,أَفَأَكْتُبُهُمَا,أفاكتبهما,ʾafaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>afa>akotubuhumaA,
V0000959,1,V,T,أَفَأَكْتُبُهُنَّ,أفأكتبهن,ʾafaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>afa>akotubuhun~a,
V0000959,2,V,T,أَفَأَكْتُبُهُنَّ,أفاكتبهن,ʾafaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>afa>akotubuhun~a,
V0000960,1,V,T,أَفَأَكْتُبُكُنَّ,أفأكتبكن,ʾafaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>afa>akotubukun~a,
V0000960,2,V,T,أَفَأَكْتُبُكُنَّ,أفاكتبكن,ʾafaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,2,أَفَ,أف,ʾáfa,أَكْتُبُ,أكتب,ʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>afa>akotubukun~a,
V0000961,0,V,T,نَكْتُبُ,نكتب,náktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,,,,ك-ت-ب,nakotubu,
V0000962,0,V,T,نَكْتُبُنِي,نكتبني,naktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,نِي,ني,ni̱,ك-ت-ب,nakotubuniy,
V0000963,0,V,T,نَكْتُبُنَا,نكتبنا,naktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,نَا,نا,na̱,ك-ت-ب,nakotubunaA,
V0000964,0,V,T,نَكْتُبُكَ,نكتبك,naktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,كَ,ك,ka,ك-ت-ب,nakotubuka,
V0000965,0,V,T,نَكْتُبُكِ,نكتبك,naktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,كِ,ك,ki,ك-ت-ب,nakotubuki,
V0000966,0,V,T,نَكْتُبُكُمْ,نكتبكم,naktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,كُمْ,كم,kum,ك-ت-ب,nakotubukumo,
V0000967,0,V,T,نَكْتُبُكُمَا,نكتبكما,naktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,كُمَا,كما,kúma̱,ك-ت-ب,nakotubukumaA,
V0000968,0,V,T,نَكْتُبُهَا,نكتبها,naktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,هَا,ها,ha̱,ك-ت-ب,nakotubuhaA,
V0000969,0,V,T,نَكْتُبُهُ,نكتبه,naktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,هُ,ه,hu,ك-ت-ب,nakotubuhu,
V0000970,0,V,T,نَكْتُبُهُمْ,نكتبهم,naktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,هُمْ,هم,hum,ك-ت-ب,nakotubuhumo,
V0000971,0,V,T,نَكْتُبُهُمَا,نكتبهما,naktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,هُمَا,هما,húma̱,ك-ت-ب,nakotubuhumaA,
V0000972,0,V,T,نَكْتُبُهُنَّ,نكتبهن,naktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,هُنَّ,هن,húnna,ك-ت-ب,nakotubuhun~a,
V0000973,0,V,T,نَكْتُبُكُنَّ,نكتبكن,naktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,,,,نَكْتُبُ,نكتب,náktubu,كُنَّ,كن,kúnna,ك-ت-ب,nakotubukun~a,
V0000974,0,V,T,وَنَكْتُبُ,ونكتب,wanáktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,,,,ك-ت-ب,wanakotubu,
V0000975,0,V,T,وَنَكْتُبُنِي,ونكتبني,wanaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,نِي,ني,ni̱,ك-ت-ب,wanakotubuniy,
V0000976,0,V,T,وَنَكْتُبُنَا,ونكتبنا,wanaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,نَا,نا,na̱,ك-ت-ب,wanakotubunaA,
V0000977,0,V,T,وَنَكْتُبُكَ,ونكتبك,wanaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,كَ,ك,ka,ك-ت-ب,wanakotubuka,
V0000978,0,V,T,وَنَكْتُبُكِ,ونكتبك,wanaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,كِ,ك,ki,ك-ت-ب,wanakotubuki,
V0000979,0,V,T,وَنَكْتُبُكُمْ,ونكتبكم,wanaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,كُمْ,كم,kum,ك-ت-ب,wanakotubukumo,
V0000980,0,V,T,وَنَكْتُبُكُمَا,ونكتبكما,wanaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,كُمَا,كما,kúma̱,ك-ت-ب,wanakotubukumaA,
V0000981,0,V,T,وَنَكْتُبُهَا,ونكتبها,wanaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,هَا,ها,ha̱,ك-ت-ب,wanakotubuhaA,
V0000982,0,V,T,وَنَكْتُبُهُ,ونكتبه,wanaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,هُ,ه,hu,ك-ت-ب,wanakotubuhu,
V0000983,0,V,T,وَنَكْتُبُهُمْ,ونكتبهم,wanaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,هُمْ,هم,hum,ك-ت-ب,wanakotubuhumo,
V0000984,0,V,T,وَنَكْتُبُهُمَا,ونكتبهما,wanaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,هُمَا,هما,húma̱,ك-ت-ب,wanakotubuhumaA,
V0000985,0,V,T,وَنَكْتُبُهُنَّ,ونكتبهن,wanaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,هُنَّ,هن,húnna,ك-ت-ب,wanakotubuhun~a,
V0000986,0,V,T,وَنَكْتُبُكُنَّ,ونكتبكن,wanaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,وَ,و,wa,نَكْتُبُ,نكتب,náktubu,كُنَّ,كن,kúnna,ك-ت-ب,wanakotubukun~a,
V0000987,0,V,T,فَنَكْتُبُ,فنكتب,fanáktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,,,,ك-ت-ب,fanakotubu,
V0000988,0,V,T,فَنَكْتُبُنِي,فنكتبني,fanaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,نِي,ني,ni̱,ك-ت-ب,fanakotubuniy,
V0000989,0,V,T,فَنَكْتُبُنَا,فنكتبنا,fanaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,نَا,نا,na̱,ك-ت-ب,fanakotubunaA,
V0000990,0,V,T,فَنَكْتُبُكَ,فنكتبك,fanaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,كَ,ك,ka,ك-ت-ب,fanakotubuka,
V0000991,0,V,T,فَنَكْتُبُكِ,فنكتبك,fanaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,كِ,ك,ki,ك-ت-ب,fanakotubuki,
V0000992,0,V,T,فَنَكْتُبُكُمْ,فنكتبكم,fanaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,كُمْ,كم,kum,ك-ت-ب,fanakotubukumo,
V0000993,0,V,T,فَنَكْتُبُكُمَا,فنكتبكما,fanaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,كُمَا,كما,kúma̱,ك-ت-ب,fanakotubukumaA,
V0000994,0,V,T,فَنَكْتُبُهَا,فنكتبها,fanaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,هَا,ها,ha̱,ك-ت-ب,fanakotubuhaA,
V0000995,0,V,T,فَنَكْتُبُهُ,فنكتبه,fanaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,هُ,ه,hu,ك-ت-ب,fanakotubuhu,
V0000996,0,V,T,فَنَكْتُبُهُمْ,فنكتبهم,fanaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,هُمْ,هم,hum,ك-ت-ب,fanakotubuhumo,
V0000997,0,V,T,فَنَكْتُبُهُمَا,فنكتبهما,fanaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,هُمَا,هما,húma̱,ك-ت-ب,fanakotubuhumaA,
V0000998,0,V,T,فَنَكْتُبُهُنَّ,فنكتبهن,fanaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,هُنَّ,هن,húnna,ك-ت-ب,fanakotubuhun~a,
V0000999,0,V,T,فَنَكْتُبُكُنَّ,فنكتبكن,fanaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,فَ,ف,fa,نَكْتُبُ,نكتب,náktubu,كُنَّ,كن,kúnna,ك-ت-ب,fanakotubukun~a,
V0001000,0,V,T,أَنَكْتُبُ,أنكتب,ʾanáktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,,,,ك-ت-ب,>anakotubu,
V0001001,0,V,T,أَنَكْتُبُنِي,أنكتبني,ʾanaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,نِي,ني,ni̱,ك-ت-ب,>anakotubuniy,
V0001002,0,V,T,أَنَكْتُبُنَا,أنكتبنا,ʾanaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,نَا,نا,na̱,ك-ت-ب,>anakotubunaA,
V0001003,0,V,T,أَنَكْتُبُكَ,أنكتبك,ʾanaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,كَ,ك,ka,ك-ت-ب,>anakotubuka,
V0001004,0,V,T,أَنَكْتُبُكِ,أنكتبك,ʾanaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,كِ,ك,ki,ك-ت-ب,>anakotubuki,
V0001005,0,V,T,أَنَكْتُبُكُمْ,أنكتبكم,ʾanaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,كُمْ,كم,kum,ك-ت-ب,>anakotubukumo,
V0001006,0,V,T,أَنَكْتُبُكُمَا,أنكتبكما,ʾanaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,كُمَا,كما,kúma̱,ك-ت-ب,>anakotubukumaA,
V0001007,0,V,T,أَنَكْتُبُهَا,أنكتبها,ʾanaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,هَا,ها,ha̱,ك-ت-ب,>anakotubuhaA,
V0001008,0,V,T,أَنَكْتُبُهُ,أنكتبه,ʾanaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,هُ,ه,hu,ك-ت-ب,>anakotubuhu,
V0001009,0,V,T,أَنَكْتُبُهُمْ,أنكتبهم,ʾanaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,هُمْ,هم,hum,ك-ت-ب,>anakotubuhumo,
V0001010,0,V,T,أَنَكْتُبُهُمَا,أنكتبهما,ʾanaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,هُمَا,هما,húma̱,ك-ت-ب,>anakotubuhumaA,
V0001011,0,V,T,أَنَكْتُبُهُنَّ,أنكتبهن,ʾanaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,هُنَّ,هن,húnna,ك-ت-ب,>anakotubuhun~a,
V0001012,0,V,T,أَنَكْتُبُكُنَّ,أنكتبكن,ʾanaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَ,أ,ʾa,نَكْتُبُ,نكتب,náktubu,كُنَّ,كن,kúnna,ك-ت-ب,>anakotubukun~a,
V0001013,0,V,T,أَوَنَكْتُبُ,أونكتب,ʾawanáktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَوَ,أو,ʾáwa,نَكْتُبُ,نكتب,náktubu,,,,ك-ت-ب,>awanakotubu,
V0001014,0,V,T,أَوَنَكْتُبُنِي,أونكتبني,ʾawanaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَوَ,أو,ʾáwa,نَكْتُبُ,نكتب,náktubu,نِي,ني,ni̱,ك-ت-ب,>awanakotubuniy,
V0001015,0,V,T,أَوَنَكْتُبُنَا,أونكتبنا,ʾawanaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَوَ,أو,ʾáwa,نَكْتُبُ,نكتب,náktubu,نَا,نا,na̱,ك-ت-ب,>awanakotubunaA,
V0001016,0,V,T,أَوَنَكْتُبُكَ,أونكتبك,ʾawanaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَوَ,أو,ʾáwa,نَكْتُبُ,نكتب,náktubu,كَ,ك,ka,ك-ت-ب,>awanakotubuka,
V0001017,0,V,T,أَوَنَكْتُبُكِ,أونكتبك,ʾawanaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,2,أَوَ,أو,ʾáwa,نَكْتُبُ,نكتب,náktubu,كِ,ك,ki,ك-ت-ب,>awanakotubuki,
